,Row,Anon Student Id,Problem Hierarchy,Problem Name,Problem View,Step Name,Step Start Time,First Transaction Time,Correct Transaction Time,Step End Time,Step Duration (sec),Correct Step Duration (sec),Error Step Duration (sec),Correct First Attempt,Incorrects,Hints,Corrects,KC(Default),Opportunity(Default)
1452755,1937780,2483hkq13,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G8X-7Y=51&10X+Y=-15,2,Intersection 1 X,36:44.0,36:59.0,44:50.0,44:50.0,421,,421,0,5,1,1,"Finding the intersection, GLF",2
1452793,1937818,2483hkq13,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G5X+3Y=4.7&2X+6Y=6.2,1,Intersection 1 X,37:48.0,40:10.0,43:28.0,43:28.0,155,,155,0,0,1,1,"Finding the intersection, GLF",3
1455695,1942299,24864dslr,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-1",GX+4Y=42&-5X+6Y=50,1,Intersection 1 X,52:40.0,52:49.0,53:11.0,53:11.0,29,,29,0,3,0,1,"Finding the intersection, GLF",1
1455902,1942506,24864dslr,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G8X-7Y=51&10X+Y=-15,1,Intersection 1 X,46:16.0,46:21.0,,46:33.0,17,,17,0,1,1,0,"Finding the intersection, GLF",2
1455920,1942524,24864dslr,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G8X-7Y=51&10X+Y=-15,2,Intersection 1 X,25:23.0,26:11.0,28:11.0,28:11.0,58,,58,0,0,1,1,"Finding the intersection, GLF",3
1455967,1942571,24864dslr,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G5X+3Y=4.7&2X+6Y=6.2,2,Intersection 1 X,40:23.0,40:28.0,40:28.0,40:28.0,5,5,,1,0,0,1,"Finding the intersection, GLF",4
1458190,1946091,2487o1gku,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-1",GX+4Y=42&-5X+6Y=50,1,Intersection 1 X,49:16.0,49:25.0,49:28.0,49:28.0,12,,12,0,1,0,1,"Finding the intersection, GLF",1
1458346,1946247,2487o1gku,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G8X-7Y=51&10X+Y=-15,2,Intersection 1 X,29:40.0,30:15.0,36:07.0,36:07.0,45,,45,0,1,0,1,"Finding the intersection, GLF",2
1458410,1946311,2487o1gku,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G5X+3Y=4.7&2X+6Y=6.2,2,Intersection 1 X,44:43.0,44:47.0,52:02.0,52:02.0,18,,18,0,3,1,1,"Finding the intersection, GLF",3
1458444,1946345,2487o1gku,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G3X-Y=5&2X+Y=15,1,Intersection 1 X,55:23.0,55:30.0,55:30.0,55:30.0,7,7,,1,0,0,1,"Finding the intersection, GLF",4
1460695,1949399,2487p61kc,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-1",GX+4Y=42&-5X+6Y=50,1,Intersection 1 X,53:26.0,53:43.0,53:43.0,53:43.0,17,17,,1,0,0,1,"Finding the intersection, GLF",1
1460798,1949502,2487p61kc,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G8X-7Y=51&10X+Y=-15,2,Intersection 1 X,43:59.0,44:09.0,,45:18.0,32,,32,0,5,1,0,"Finding the intersection, GLF",2
1460806,1949510,2487p61kc,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G8X-7Y=51&10X+Y=-15,1,Intersection 1 X,31:49.0,31:49.0,40:05.0,40:05.0,89,,89,0,11,4,1,"Finding the intersection, GLF",3
1460849,1949553,2487p61kc,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G5X+3Y=4.7&2X+6Y=6.2,1,Intersection 1 X,51:40.0,51:50.0,55:42.0,55:42.0,112,,112,0,7,2,1,"Finding the intersection, GLF",4
1460873,1949577,2487p61kc,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G-X+6Y=-13&-X-2Y=-5,1,Intersection 1 X,31:18.0,31:27.0,31:27.0,31:27.0,9,9,,1,0,0,1,"Finding the intersection, GLF",5
1460912,1949616,2487p61kc,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G3X-Y=5&2X+Y=15,1,Intersection 1 X,37:21.0,37:28.0,37:28.0,37:28.0,7,7,,1,0,0,1,"Finding the intersection, GLF",6
1463793,1953619,2488721d5,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-1",GX+4Y=42&-5X+6Y=50,1,Intersection 1 X,55:11.0,55:20.0,55:20.0,55:20.0,9,9,,1,0,0,1,"Finding the intersection, GLF",1
1465906,1956669,24899b8f6,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-1",GX+4Y=42&-5X+6Y=50,1,Intersection 1 X,55:57.0,56:12.0,56:12.0,56:12.0,15,15,,1,0,0,1,"Finding the intersection, GLF",1
1466043,1956806,24899b8f6,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G5X+3Y=4.7&2X+6Y=6.2,1,Intersection 1 X,41:48.0,41:51.0,41:51.0,41:51.0,3,3,,1,0,0,1,"Finding the intersection, GLF",2
1466075,1956838,24899b8f6,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G8X-7Y=51&10X+Y=-15,1,Intersection 1 X,45:11.0,45:15.0,46:01.0,46:01.0,16,,16,0,2,0,1,"Finding the intersection, GLF",3
1466122,1956885,24899b8f6,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G-X+6Y=-13&-X-2Y=-5,1,Intersection 1 X,46:58.0,47:04.0,47:04.0,47:04.0,3,3,,1,0,0,1,"Finding the intersection, GLF",4
1466167,1956930,24899b8f6,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G2X+3Y=12&2X-Y=4,1,Intersection 1 X,02:44.0,02:52.0,02:52.0,02:52.0,8,8,,1,0,0,1,"Finding the intersection, GLF",5
1468803,1960285,2489c9lbg,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-1",GX+4Y=42&-5X+6Y=50,1,Intersection 1 X,56:27.0,56:36.0,56:36.0,56:36.0,9,9,,1,0,0,1,"Finding the intersection, GLF",1
1469011,1960493,2489c9lbg,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G8X-7Y=51&10X+Y=-15,1,Intersection 1 X,22:46.0,22:49.0,34:59.0,34:59.0,149,,149,0,8,6,1,"Finding the intersection, GLF",2
1469036,1960518,2489c9lbg,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G5X+3Y=4.7&2X+6Y=6.2,1,Intersection 1 X,38:13.0,38:20.0,39:26.0,39:26.0,20,,20,0,1,0,1,"Finding the intersection, GLF",3
1469066,1960548,2489c9lbg,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G-4X+5Y=-19&-3X-7Y=18,1,Intersection 1 X,42:09.0,42:13.0,42:13.0,42:13.0,4,4,,1,0,0,1,"Finding the intersection, GLF",4
1469146,1960628,2489c9lbg,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G3X-Y=5&2X+Y=15,1,Intersection 1 X,37:56.0,37:59.0,37:59.0,37:59.0,3,3,,1,0,0,1,"Finding the intersection, GLF",5
1469469,1961325,2489c9lbg,"Unit INEQUALITY-SYSTEMS-SOLVING, Section INEQUALITY-SYSTEMS-SOLVING-1",G2X+3YLE12&2X-YGT4,1,Intersection 1 X,43:24.0,43:27.0,43:27.0,43:27.0,3,3,,1,0,0,1,"Finding the intersection, GLF",7
1469492,1961348,2489c9lbg,"Unit INEQUALITY-SYSTEMS-SOLVING, Section INEQUALITY-SYSTEMS-SOLVING-1",G3X-5YGT-29&2X-10YLE-42,1,Intersection 1 X,26:07.0,26:13.0,26:13.0,26:13.0,6,6,,1,0,0,1,"Finding the intersection, GLF",8
1469670,1961526,2489c9lbg,"Unit INEQUALITY-SYSTEMS-SOLVING, Section INEQUALITY-SYSTEMS-SOLVING-1",G2X+5YGE19&-3X+2YLT0,1,Intersection 1 X,49:28.0,49:33.0,49:33.0,49:33.0,5,5,,1,0,0,1,"Finding the intersection, GLF",9
1469740,1961596,2489c9lbg,"Unit INEQUALITY-SYSTEMS-SOLVING, Section INEQUALITY-SYSTEMS-SOLVING-1",G-X+6YLE-13&-X-2YGE-5,1,Intersection 1 X,58:01.0,58:05.0,58:05.0,58:05.0,4,4,,1,0,0,1,"Finding the intersection, GLF",10
1474608,1968254,248abpghv,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G5X+3Y=4.7&2X+6Y=6.2,1,Intersection 1 X,53:21.0,53:41.0,00:23.0,00:23.0,351,,351,0,4,1,1,"Finding the intersection, GLF",1
1474629,1968275,248abpghv,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G8X-7Y=51&10X+Y=-15,1,Intersection 1 X,04:49.0,04:58.0,,06:34.0,65,,65,0,6,2,0,"Finding the intersection, GLF",2
1474630,1968276,248abpghv,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G8X-7Y=51&10X+Y=-15,2,Intersection 1 X,33:09.0,33:48.0,37:31.0,37:31.0,191,,191,0,4,1,1,"Finding the intersection, GLF",3
1477770,1972460,248agzhky,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-1",GX+4Y=42&-5X+6Y=50,3,Intersection 1 X,15:50.0,15:54.0,16:52.0,16:52.0,23,,23,0,3,1,1,"Finding the intersection, GLF",1
1477922,1972612,248agzhky,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G8X-7Y=51&10X+Y=-15,2,Intersection 1 X,41:00.0,41:09.0,,42:14.0,37,,37,0,2,1,0,"Finding the intersection, GLF",2
1477941,1972631,248agzhky,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G8X-7Y=51&10X+Y=-15,1,Intersection 1 X,09:07.0,09:18.0,24:26.0,24:26.0,115,,115,0,3,2,1,"Finding the intersection, GLF",3
1477975,1972665,248agzhky,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",GX+4Y=17&-X+7Y=38,2,Intersection 1 X,31:49.0,31:52.0,,32:37.0,14,,14,0,2,1,0,"Finding the intersection, GLF",4
1477982,1972672,248agzhky,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",GX+4Y=17&-X+7Y=38,1,Intersection 1 X,33:00.0,33:04.0,33:37.0,33:37.0,6,,6,0,0,1,1,"Finding the intersection, GLF",5
1478356,1973418,248agzhky,"Unit INEQUALITY-SYSTEMS-SOLVING, Section INEQUALITY-SYSTEMS-SOLVING-1",G2X+3YLE12&2X-YGT4,1,Intersection 1 X,38:01.0,38:03.0,38:03.0,38:03.0,2,2,,1,0,0,1,"Finding the intersection, GLF",9
1480371,1976320,248clu9mj,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G8X-7Y=51&10X+Y=-15,1,Intersection 1 X,40:50.0,41:03.0,41:03.0,41:03.0,13,13,,1,0,0,1,"Finding the intersection, GLF",1
1480429,1976378,248clu9mj,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G2X+3Y=7&3X-4Y=2,1,Intersection 1 X,35:23.0,36:35.0,36:35.0,36:35.0,72,72,,1,0,0,1,"Finding the intersection, GLF",2
1483256,1980146,248g1paph,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-1",GX+4Y=42&-5X+6Y=50,1,Intersection 1 X,54:04.0,54:12.0,54:12.0,54:12.0,8,8,,1,0,0,1,"Finding the intersection, GLF",1
1483378,1980268,248g1paph,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G5X+3Y=4.7&2X+6Y=6.2,2,Intersection 1 X,26:52.0,26:58.0,30:04.0,30:04.0,25,,25,0,1,0,1,"Finding the intersection, GLF",2
1483407,1980297,248g1paph,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G8X-7Y=51&10X+Y=-15,1,Intersection 1 X,35:58.0,36:10.0,36:10.0,36:10.0,12,12,,1,0,0,1,"Finding the intersection, GLF",3
1486566,1984444,248g1wh6o,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-1",GX+4Y=42&-5X+6Y=50,3,Intersection 1 X,42:20.0,42:26.0,42:28.0,42:28.0,8,,8,0,1,0,1,"Finding the intersection, GLF",1
1486762,1984640,248g1wh6o,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G8X-7Y=51&10X+Y=-15,1,Intersection 1 X,30:27.0,30:34.0,,43:32.0,214,,214,0,8,2,0,"Finding the intersection, GLF",2
1486769,1984647,248g1wh6o,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G8X-7Y=51&10X+Y=-15,3,Intersection 1 X,35:12.0,35:21.0,44:38.0,44:38.0,470,,470,0,10,4,1,"Finding the intersection, GLF",3
1486801,1984679,248g1wh6o,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G5X+3Y=4.7&2X+6Y=6.2,1,Intersection 1 X,57:04.0,57:31.0,58:25.0,58:25.0,42,,42,0,1,0,1,"Finding the intersection, GLF",4
1486924,1984802,248g1wh6o,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G2X+3Y=12&2X-Y=4,2,Intersection 1 X,20:28.0,20:33.0,20:33.0,20:33.0,5,5,,1,0,0,1,"Finding the intersection, GLF",5
1489652,1988165,248hh7azg,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G5X+3Y=4.7&2X+6Y=6.2,1,Intersection 1 X,26:47.0,27:05.0,31:40.0,31:40.0,26,,26,0,1,0,1,"Finding the intersection, GLF",1
1494459,1994448,248k03ldd,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G8X-7Y=51&10X+Y=-15,1,Intersection 1 X,50:25.0,50:49.0,,52:49.0,53,,53,0,4,1,0,"Finding the intersection, GLF",1
1494481,1994470,248k03ldd,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G8X-7Y=51&10X+Y=-15,3,Intersection 1 X,30:27.0,30:33.0,30:33.0,30:33.0,6,6,,1,0,0,1,"Finding the intersection, GLF",2
1496561,1997627,248llcp7q,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-1",GX+4Y=42&-5X+6Y=50,1,Intersection 1 X,07:51.0,07:56.0,,08:02.0,11,,11,0,2,0,0,"Finding the intersection, GLF",1
1496572,1997638,248llcp7q,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-1",GX+4Y=42&-5X+6Y=50,2,Intersection 1 X,36:45.0,36:59.0,43:46.0,43:46.0,209,,209,0,4,2,1,"Finding the intersection, GLF",2
1499652,2001892,248m27z11,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-1",GX+4Y=42&-5X+6Y=50,2,Intersection 1 X,50:47.0,50:51.0,,54:58.0,202,,202,0,11,3,0,"Finding the intersection, GLF",1
1499669,2001909,248m27z11,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-1",GX+4Y=42&-5X+6Y=50,3,Intersection 1 X,14:02.0,14:02.0,26:01.0,26:01.0,290,,290,0,9,4,1,"Finding the intersection, GLF",2
1499823,2002063,248m27z11,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G8X-7Y=51&10X+Y=-15,1,Intersection 1 X,44:59.0,45:07.0,54:00.0,54:00.0,130,,130,0,4,4,1,"Finding the intersection, GLF",3
1499856,2002096,248m27z11,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G5X+3Y=4.7&2X+6Y=6.2,1,Intersection 1 X,02:34.0,02:38.0,02:38.0,02:38.0,4,4,,1,0,0,1,"Finding the intersection, GLF",4
1500033,2002273,248m27z11,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G3X-5Y=-29&2X-10Y=-42,1,Intersection 1 X,50:07.0,50:15.0,50:15.0,50:15.0,8,8,,1,0,0,1,"Finding the intersection, GLF",5
1502941,2006059,248mbp1cf,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-1",GX+4Y=42&-5X+6Y=50,2,Intersection 1 X,32:08.0,32:35.0,32:35.0,32:35.0,27,27,,1,0,0,1,"Finding the intersection, GLF",1
1503067,2006185,248mbp1cf,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G8X-7Y=51&10X+Y=-15,1,Intersection 1 X,08:23.0,08:31.0,,08:57.0,34,,34,0,2,0,0,"Finding the intersection, GLF",2
1503073,2006191,248mbp1cf,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G8X-7Y=51&10X+Y=-15,2,Intersection 1 X,34:45.0,34:45.0,40:18.0,40:18.0,170,,170,0,8,3,1,"Finding the intersection, GLF",3
1503097,2006215,248mbp1cf,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G5X+3Y=4.7&2X+6Y=6.2,1,Intersection 1 X,49:11.0,49:32.0,50:03.0,50:03.0,52,,52,0,4,1,1,"Finding the intersection, GLF",4
1503116,2006234,248mbp1cf,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G3X-Y=5&2X+Y=15,1,Intersection 1 X,54:22.0,54:24.0,54:24.0,54:24.0,2,2,,1,0,0,1,"Finding the intersection, GLF",5
1503150,2006268,248mbp1cf,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G2X+3Y=12&2X-Y=4,1,Intersection 1 X,23:01.0,23:05.0,23:05.0,23:05.0,4,4,,1,0,0,1,"Finding the intersection, GLF",6
1506591,2010675,248oylglm,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-1",GX+4Y=42&-5X+6Y=50,1,Intersection 1 X,55:30.0,55:36.0,55:36.0,55:36.0,6,6,,1,0,0,1,"Finding the intersection, GLF",1
1509511,2014541,248pthl4g,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-1",GX+4Y=42&-5X+6Y=50,1,Intersection 1 X,53:59.0,54:12.0,54:12.0,54:12.0,13,13,,1,0,0,1,"Finding the intersection, GLF",1
1512046,2017813,248qhy2yo,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-1",GX+4Y=42&-5X+6Y=50,1,Intersection 1 X,51:20.0,51:27.0,51:27.0,51:27.0,7,7,,1,0,0,1,"Finding the intersection, GLF",1
1512170,2017937,248qhy2yo,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G8X-7Y=51&10X+Y=-15,1,Intersection 1 X,48:51.0,49:01.0,02:20.0,02:20.0,294,,294,0,9,3,1,"Finding the intersection, GLF",2
1512191,2017958,248qhy2yo,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G2X+3Y=7&3X-4Y=2,2,Intersection 1 X,35:27.0,35:33.0,35:33.0,35:33.0,6,6,,1,0,0,1,"Finding the intersection, GLF",3
1514724,2021843,248s9v653,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-1",GX+4Y=42&-5X+6Y=50,1,Intersection 1 X,37:58.0,38:13.0,38:13.0,38:13.0,15,15,,1,0,0,1,"Finding the intersection, GLF",1
1515949,2023547,248tviw5h,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-1",GX+4Y=42&-5X+6Y=50,1,Intersection 1 X,32:02.0,32:27.0,32:33.0,32:33.0,26,,26,0,1,0,1,"Finding the intersection, GLF",1
1516098,2023696,248tviw5h,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G8X-7Y=51&10X+Y=-15,2,Intersection 1 X,08:25.0,08:35.0,,08:35.0,10,,10,0,1,0,0,"Finding the intersection, GLF",2
1516101,2023699,248tviw5h,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G8X-7Y=51&10X+Y=-15,1,Intersection 1 X,36:36.0,36:54.0,40:04.0,40:04.0,202,,202,0,3,1,1,"Finding the intersection, GLF",3
1519219,2027811,248vthf5i,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-1",GX+4Y=42&-5X+6Y=50,2,Intersection 1 X,32:30.0,32:37.0,32:37.0,32:37.0,7,7,,1,0,0,1,"Finding the intersection, GLF",1
1519333,2027925,248vthf5i,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G8X-7Y=51&10X+Y=-15,1,Intersection 1 X,25:42.0,26:15.0,30:42.0,30:42.0,44,,44,0,1,0,1,"Finding the intersection, GLF",2
1519361,2027953,248vthf5i,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G2X+3Y=7&3X-4Y=2,1,Intersection 1 X,36:04.0,36:14.0,36:14.0,36:14.0,10,10,,1,0,0,1,"Finding the intersection, GLF",3
1519588,2028180,248vthf5i,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G-4X+5Y=-19&-3X-7Y=18,1,Intersection 1 X,06:17.0,06:23.0,06:23.0,06:23.0,6,6,,1,0,0,1,"Finding the intersection, GLF",4
1525747,2036731,248zczb3i,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G8X-7Y=51&10X+Y=-15,2,Intersection 1 X,46:50.0,47:01.0,47:01.0,47:01.0,11,11,,1,0,0,1,"Finding the intersection, GLF",1
1525770,2036754,248zczb3i,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G5X+3Y=4.7&2X+6Y=6.2,1,Intersection 1 X,57:28.0,57:36.0,00:16.0,00:16.0,135,,135,0,1,1,1,"Finding the intersection, GLF",2
1525823,2036807,248zczb3i,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G-4X+5Y=-19&-3X-7Y=18,1,Intersection 1 X,51:18.0,51:34.0,51:34.0,51:34.0,16,16,,1,0,0,1,"Finding the intersection, GLF",3
1741267,2318541,2480hxxcx,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-1",GX+4Y=42&-5X+6Y=50,1,Intersection 1 X,53:51.0,54:09.0,54:09.0,54:09.0,18,18,,1,0,0,1,"Finding the intersection, GLF",1
1741433,2318707,2480hxxcx,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G5X+3Y=4.7&2X+6Y=6.2,4,Intersection 1 X,11:02.0,11:09.0,11:09.0,11:09.0,7,7,,1,0,0,1,"Finding the intersection, GLF",2
1741478,2318752,2480hxxcx,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G8X-7Y=51&10X+Y=-15,1,Intersection 1 X,28:19.0,28:32.0,34:19.0,34:19.0,50,,50,0,2,0,1,"Finding the intersection, GLF",3
1741663,2319176,2480hxxcx,"Unit INEQUALITY-SYSTEMS-SOLVING, Section INEQUALITY-SYSTEMS-SOLVING-1",G2X+3YLE12&2X-YGT4,1,Intersection 1 X,52:20.0,52:25.0,52:31.0,52:31.0,9,,9,0,1,0,1,"Finding the intersection, GLF",8
1741683,2319196,2480hxxcx,"Unit INEQUALITY-SYSTEMS-SOLVING, Section INEQUALITY-SYSTEMS-SOLVING-1",G3X-5YGT-29&2X-10YLE-42,1,Intersection 1 X,56:25.0,56:29.0,56:29.0,56:29.0,4,4,,1,0,0,1,"Finding the intersection, GLF",9
1741808,2319321,2480hxxcx,"Unit INEQUALITY-SYSTEMS-SOLVING, Section INEQUALITY-SYSTEMS-SOLVING-1",G2X+5YGE19&-3X+2YLT0,1,Intersection 1 X,29:19.0,29:27.0,29:27.0,29:27.0,8,8,,1,0,0,1,"Finding the intersection, GLF",10
1760868,2345080,248iwnoa3,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-1",GX+4Y=42&-5X+6Y=50,1,Intersection 1 X,07:32.0,08:13.0,08:13.0,08:13.0,41,41,,1,0,0,1,"Finding the intersection, GLF",1
1761063,2345275,248iwnoa3,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G5X+3Y=4.7&2X+6Y=6.2,1,Intersection 1 X,58:53.0,58:56.0,58:56.0,58:56.0,3,3,,1,0,0,1,"Finding the intersection, GLF",2
1761109,2345321,248iwnoa3,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G8X-7Y=51&10X+Y=-15,1,Intersection 1 X,03:23.0,03:31.0,10:02.0,10:02.0,64,,64,0,4,1,1,"Finding the intersection, GLF",3
1761177,2345389,248iwnoa3,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G2X+3Y=7&3X-4Y=2,1,Intersection 1 X,17:37.0,17:41.0,17:41.0,17:41.0,4,4,,1,0,0,1,"Finding the intersection, GLF",4
1761338,2345550,248iwnoa3,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G-4X+5Y=-19&-3X-7Y=18,1,Intersection 1 X,41:48.0,41:50.0,41:50.0,41:50.0,2,2,,1,0,0,1,"Finding the intersection, GLF",5
1761814,2346210,248iwnoa3,"Unit INEQUALITY-SYSTEMS-SOLVING, Section INEQUALITY-SYSTEMS-SOLVING-1",G2X+3YLE12&2X-YGT4,1,Intersection 1 X,42:21.0,42:26.0,42:26.0,42:26.0,5,5,,1,0,0,1,"Finding the intersection, GLF",7
1761846,2346242,248iwnoa3,"Unit INEQUALITY-SYSTEMS-SOLVING, Section INEQUALITY-SYSTEMS-SOLVING-1",G3X-5YGT-29&2X-10YLE-42,1,Intersection 1 X,47:28.0,47:32.0,47:32.0,47:32.0,4,4,,1,0,0,1,"Finding the intersection, GLF",8
